

Microchip Technology PIC PRO Macro Assembler V2.00 build -1524193055 
                                                                                               Thu Apr 11 11:59:54 2019

Microchip Technology Omniscient Code Generator v2.00 (PRO mode) build 20180527130849
     1                           	processor	16F15344
     2                           	opt	pw 120
     3                           	opt	pm
     4                           	psect	nvCOMMON,global,class=COMMON,space=1,delta=1
     5                           	psect	nvBANK0,global,class=BANK0,space=1,delta=1
     6                           	psect	cinit,global,class=CODE,merge=1,delta=2
     7                           	psect	bssCOMMON,global,class=COMMON,space=1,delta=1
     8                           	psect	bssBANK0,global,class=BANK0,space=1,delta=1
     9                           	psect	clrtext,global,class=CODE,delta=2
    10                           	psect	cstackCOMMON,global,class=COMMON,space=1,delta=1
    11                           	psect	cstackBANK0,global,class=BANK0,space=1,delta=1
    12                           	psect	text2,local,class=CODE,merge=1,delta=2
    13                           	psect	text5,local,class=CODE,merge=1,delta=2
    14                           	psect	swtext1,local,class=CONST,delta=2
    15                           	psect	text26,local,class=CODE,merge=1,delta=2
    16                           	psect	text28,local,class=CODE,merge=1,delta=2
    17                           	psect	text29,local,class=CODE,merge=1,delta=2
    18                           	psect	text36,local,class=CODE,merge=1,delta=2
    19                           	psect	text40,local,class=CODE,merge=1,delta=2
    20                           	psect	text41,local,class=CODE,merge=1,delta=2
    21                           	psect	text43,local,class=CODE,merge=1,delta=2
    22                           	psect	text45,local,class=CODE,merge=1,delta=2
    23                           	psect	text55,local,class=CODE,merge=1,delta=2
    24                           	psect	intentry,global,class=CODE,delta=2
    25                           	psect	text61,local,class=CODE,merge=1,delta=2
    26                           	psect	text62,local,class=CODE,merge=1,delta=2
    27                           	psect	text63,local,class=CODE,merge=1,delta=2
    28                           	psect	text65,local,class=CODE,merge=1,delta=2
    29                           	psect	text66,local,class=CODE,merge=1,delta=2
    30                           	psect	text69,local,class=CODE,merge=1,delta=2
    31                           	psect	text71,local,class=CODE,merge=1,delta=2
    32                           	psect	text72,local,class=CODE,merge=1,delta=2
    33                           	psect	text75,local,class=CODE,merge=1,delta=2
    34                           	psect	text77,local,class=CODE,merge=1,delta=2
    35                           	psect	text78,local,class=CODE,merge=1,delta=2
    36                           	psect	text79,local,class=CODE,merge=1,delta=2
    37                           	psect	text80,local,class=CODE,merge=1,delta=2
    38                           	psect	text81,local,class=CODE,merge=1,delta=2
    39                           	psect	pa_nodes0,global,class=CODE,delta=2
    40                           	dabs	1,0x7E,2
    41  0000                     
    42                           ; Version 2.00
 12874  0C8E                     __end_of_IOCBF6_DefaultInterruptHandler:	
 12875                           
 12876                           	psect	text77
 12877  0C8C                     __ptext77:	
 12878 ;; *************** function _IOCAF5_DefaultInterruptHandler *****************
 12879 ;; Defined at:
 12880 ;;		line 189 in file "mcc_generated_files/pin_manager.c"
 12881 ;; Parameters:    Size  Location     Type
 12882 ;;		None
 12883 ;; Auto vars:     Size  Location     Type
 12884 ;;		None
 12885 ;; Return value:  Size  Location     Type
 12886 ;;                  1    wreg      void 
 12887 ;; Registers used:
 12888 ;;		None
 12889 ;; Tracked objects:
 12890 ;;		On entry : 3F/3E
 12891 ;;		On exit  : 3F/3E
 12892 ;;		Unchanged: 3F/0
 12893 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12894 ;;      Params:         0       0       0       0       0       0       0       0
 12895 ;;      Locals:         0       0       0       0       0       0       0       0
 12896 ;;      Temps:          0       0       0       0       0       0       0       0
 12897 ;;      Totals:         0       0       0       0       0       0       0       0
 12898 ;;Total ram usage:        0 bytes
 12899 ;; Hardware stack levels used:    1
 12900 ;; This function calls:
 12901 ;;		Nothing
 12902 ;; This function is called by:
 12903 ;;		_PIN_MANAGER_Initialize
 12904 ;;		_IOCAF5_ISR
 12905 ;; This function uses a non-reentrant model
 12906 ;;
 12907                           
 12908                           
 12909                           ;psect for function _IOCAF5_DefaultInterruptHandler
 12910  0C8C                     _IOCAF5_DefaultInterruptHandler:	
 12911                           
 12912                           ;incstack = 0
 12913                           ; Regs used in _IOCAF5_DefaultInterruptHandler: []
 12914  0C8C  0008               	return
 12915  0C8D                     __end_of_IOCAF5_DefaultInterruptHandler:	
 12916                           
 12917                           	psect	text78
 12918  06FE                     __ptext78:	
 12919 ;; *************** function _buttChangeInt *****************
 12920 ;; Defined at:
 12921 ;;		line 23 in file "app.c"
 12922 ;; Parameters:    Size  Location     Type
 12923 ;;		None
 12924 ;; Auto vars:     Size  Location     Type
 12925 ;;		None
 12926 ;; Return value:  Size  Location     Type
 12927 ;;                  1    wreg      void 
 12928 ;; Registers used:
 12929 ;;		wreg, status,2, status,0, pclath, cstack
 12930 ;; Tracked objects:
 12931 ;;		On entry : 3F/3E
 12932 ;;		On exit  : 3B/0
 12933 ;;		Unchanged: 0/0
 12934 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 12935 ;;      Params:         0       0       0       0       0       0       0       0
 12936 ;;      Locals:         0       0       0       0       0       0       0       0
 12937 ;;      Temps:          4       0       0       0       0       0       0       0
 12938 ;;      Totals:         4       0       0       0       0       0       0       0
 12939 ;;Total ram usage:        4 bytes
 12940 ;; Hardware stack levels used:    1
 12941 ;; Hardware stack levels required when called:    1
 12942 ;; This function calls:
 12943 ;;		i1_TMR1_StartTimer
 12944 ;;		i1_TMR1_StopTimer
 12945 ;; This function is called by:
 12946 ;;		_main
 12947 ;;		_IOCAF5_ISR
 12948 ;; This function uses a non-reentrant model
 12949 ;;
 12950                           
 12951                           
 12952                           ;psect for function _buttChangeInt
 12953  06FE                     _buttChangeInt:	
 12954                           
 12955                           ;app.c: 25:     if(PORTAbits.RA5 == 0)
 12956                           
 12957                           ;incstack = 0
 12958                           ; Regs used in _buttChangeInt: [wreg+status,2+status,0+pclath+cstack]
 12959  06FE  0140               	movlb	0	; select bank0
 12960  06FF  1A8C               	btfsc	12,5	;volatile
 12961  0700  2F18               	goto	i1l2753
 12962                           
 12963                           ;app.c: 26:     {;app.c: 27:         button_cont_en = 1;
 12964  0701  3001               	movlw	1
 12965  0702  00C6               	movwf	_button_cont_en	;volatile
 12966                           
 12967                           ;app.c: 28:         if (tilt_cont_en == 0 && snooze_cont_en == 0)
 12968  0703  0845               	movf	_tilt_cont_en,w	;volatile
 12969  0704  1D03               	btfss	3,2
 12970  0705  2F0E               	goto	i1l2751
 12971  0706  0844               	movf	_snooze_cont_en,w	;volatile
 12972  0707  1D03               	btfss	3,2
 12973  0708  2F0E               	goto	i1l2751
 12974                           
 12975                           ;app.c: 29:         {;app.c: 30:             tick_100ms = 0;
 12976  0709  01B8               	clrf	_tick_100ms	;volatile
 12977  070A  01B9               	clrf	_tick_100ms+1	;volatile
 12978  070B  01BA               	clrf	_tick_100ms+2	;volatile
 12979  070C  01BB               	clrf	_tick_100ms+3	;volatile
 12980                           
 12981                           ;app.c: 31:             TMR1_StartTimer();
 12982  070D  27C8               	fcall	i1_TMR1_StartTimer
 12983  070E                     i1l2751:	
 12984                           
 12985                           ;app.c: 33:         button_time_cont = tick_100ms;
 12986  070E  0140               	movlb	0	; select bank0
 12987  070F  083B               	movf	_tick_100ms+3,w	;volatile
 12988  0710  00B3               	movwf	_button_time_cont+3	;volatile
 12989  0711  083A               	movf	_tick_100ms+2,w	;volatile
 12990  0712  00B2               	movwf	_button_time_cont+2	;volatile
 12991  0713  0839               	movf	_tick_100ms+1,w	;volatile
 12992  0714  00B1               	movwf	_button_time_cont+1	;volatile
 12993  0715  0838               	movf	_tick_100ms,w	;volatile
 12994  0716  00B0               	movwf	_button_time_cont	;volatile
 12995                           
 12996                           ;app.c: 34:     }
 12997  0717  0008               	return
 12998  0718                     i1l2753:	
 12999                           
 13000                           ;app.c: 36:     {;app.c: 37:         if (button_cont_en)
 13001  0718  0846               	movf	_button_cont_en,w	;volatile
 13002  0719  1903               	btfsc	3,2
 13003  071A  2F3B               	goto	i1l2765
 13004                           
 13005                           ;app.c: 38:         {;app.c: 39:             if((tick_100ms - button_time_cont) > 5*10)
 13006  071B  0830               	movf	_button_time_cont,w	;volatile
 13007  071C  0238               	subwf	_tick_100ms,w	;volatile
 13008  071D  00F0               	movwf	??_buttChangeInt
 13009  071E  0831               	movf	_button_time_cont+1,w	;volatile
 13010  071F  3B39               	subwfb	_tick_100ms+1,w	;volatile
 13011  0720  00F1               	movwf	??_buttChangeInt+1
 13012  0721  0832               	movf	_button_time_cont+2,w	;volatile
 13013  0722  3B3A               	subwfb	_tick_100ms+2,w	;volatile
 13014  0723  00F2               	movwf	??_buttChangeInt+2
 13015  0724  0833               	movf	_button_time_cont+3,w	;volatile
 13016  0725  3B3B               	subwfb	_tick_100ms+3,w	;volatile
 13017  0726  00F3               	movwf	??_buttChangeInt+3
 13018  0727  0873               	movf	??_buttChangeInt+3,w
 13019  0728  1D03               	btfss	3,2
 13020  0729  2F34               	goto	i1l2757
 13021  072A  0872               	movf	??_buttChangeInt+2,w
 13022  072B  1D03               	btfss	3,2
 13023  072C  2F34               	goto	i1l2757
 13024  072D  0871               	movf	??_buttChangeInt+1,w
 13025  072E  1D03               	btfss	3,2
 13026  072F  2F34               	goto	i1l2757
 13027  0730  3033               	movlw	51
 13028  0731  0270               	subwf	??_buttChangeInt,w
 13029  0732  1C03               	btfss	3,0
 13030  0733  2F38               	goto	i1l2761
 13031  0734                     i1l2757:	
 13032                           
 13033                           ;app.c: 40:             {;app.c: 41:                 push_change_event = 1;
 13034  0734  3001               	movlw	1
 13035  0735  00C3               	movwf	_push_change_event	;volatile
 13036                           
 13037                           ;app.c: 42:                 push_single_event = 0;
 13038  0736  01C1               	clrf	_push_single_event	;volatile
 13039                           
 13040                           ;app.c: 43:             }
 13041  0737  2F3B               	goto	i1l2765
 13042  0738                     i1l2761:	
 13043                           
 13044                           ;app.c: 45:             {;app.c: 46:                 push_change_event = 0;
 13045  0738  01C3               	clrf	_push_change_event	;volatile
 13046                           
 13047                           ;app.c: 47:                 push_single_event = 1;
 13048  0739  3001               	movlw	1
 13049  073A  00C1               	movwf	_push_single_event	;volatile
 13050  073B                     i1l2765:	
 13051                           
 13052                           ;app.c: 50:         button_cont_en = 0;
 13053  073B  01C6               	clrf	_button_cont_en	;volatile
 13054                           
 13055                           ;app.c: 51:         if (tilt_cont_en == 0 && snooze_cont_en == 0)
 13056  073C  0845               	movf	_tilt_cont_en,w	;volatile
 13057  073D  1D03               	btfss	3,2
 13058  073E  0008               	return
 13059  073F  0844               	movf	_snooze_cont_en,w	;volatile
 13060  0740  1D03               	btfss	3,2
 13061  0741  0008               	return
 13062                           
 13063                           ;app.c: 52:         {;app.c: 53:             TMR1_StopTimer();
 13064  0742  2791               	fcall	i1_TMR1_StopTimer
 13065  0743  0008               	return
 13066  0744                     __end_of_buttChangeInt:	
 13067  0744                     __ptext82:	
 13068 ;; *************** function _tiltChange2 *****************
 13069 ;; Defined at:
 13070 ;;		line 91 in file "app.c"
 13071 ;; Parameters:    Size  Location     Type
 13072 ;;		None
 13073 ;; Auto vars:     Size  Location     Type
 13074 ;;		None
 13075 ;; Return value:  Size  Location     Type
 13076 ;;                  1    wreg      void 
 13077 ;; Registers used:
 13078 ;;		wreg, status,2, status,0, pclath, cstack
 13079 ;; Tracked objects:
 13080 ;;		On entry : 3F/0
 13081 ;;		On exit  : 3B/0
 13082 ;;		Unchanged: 0/0
 13083 ;; Data sizes:     COMMON   BANK0   BANK1   BANK2   BANK3   BANK4   BANK5   BANK6
 13084 ;;      Params:         0       0       0       0       0       0       0       0
 13085 ;;      Locals:         0       0       0       0       0       0       0       0
 13086 ;;      Temps:          4       0       0       0       0       0       0       0
 13087 ;;      Totals:         4       0       0       0       0       0       0       0
 13088 ;;Total ram usage:        4 bytes
 13089 ;; Hardware stack levels used:    1
 13090 ;; Hardware stack levels required when called:    1
 13091 ;; This function calls:
 13092 ;;		_CMP2_GetOutputStatus
 13093 ;;		i1_TMR1_StartTimer
 13094 ;;		i1_TMR1_StopTimer
 13095 ;; This function is called by:
 13096 ;;		_main
 13097 ;;		_CMP2_ISR
 13098 ;; This function uses a non-reentrant model
 13099 ;;
 13100                           
 13101                           
 13102                           ;psect for function _tiltChange2
 13103  0744                     _tiltChange2:	
 13104                           
 13105                           ;app.c: 93:     if(CMP2_GetOutputStatus() == 1)
 13106                           
 13107                           ;incstack = 0
 13108                           ; Regs used in _tiltChange2: [wreg+status,2+status,0+pclath+cstack]
 13109  0744  278B  3186         	fcall	_CMP2_GetOutputStatus
 13110  0746  3A01               	xorlw	1
 13111  0747  1D03               	skipz
 13112  0748  2F61               	goto	i1l3149
 13113                           
 13114                           ;app.c: 94:     {;app.c: 95:         tilt_cont_en = 1;
 13115  0749  3001               	movlw	1
 13116  074A  0140               	movlb	0	; select bank0
 13117  074B  00C5               	movwf	_tilt_cont_en	;volatile
 13118                           
 13119                           ;app.c: 96:         if (button_cont_en == 0 && snooze_cont_en == 0)
 13120  074C  0846               	movf	_button_cont_en,w	;volatile
 13121  074D  1D03               	btfss	3,2
 13122  074E  2F57               	goto	i1l3147
 13123  074F  0844               	movf	_snooze_cont_en,w	;volatile
 13124  0750  1D03               	btfss	3,2
 13125  0751  2F57               	goto	i1l3147
 13126                           
 13127                           ;app.c: 97:         {;app.c: 98:             tick_100ms = 0;
 13128  0752  01B8               	clrf	_tick_100ms	;volatile
 13129  0753  01B9               	clrf	_tick_100ms+1	;volatile
 13130  0754  01BA               	clrf	_tick_100ms+2	;volatile
 13131  0755  01BB               	clrf	_tick_100ms+3	;volatile
 13132                           
 13133                           ;app.c: 99:             TMR1_StartTimer();
 13134  0756  27C8               	fcall	i1_TMR1_StartTimer
 13135  0757                     i1l3147:	
 13136                           
 13137                           ;app.c: 101:         tilt_time_cont = tick_100ms;
 13138  0757  0140               	movlb	0	; select bank0
 13139  0758  083B               	movf	_tick_100ms+3,w	;volatile
 13140  0759  00AF               	movwf	_tilt_time_cont+3	;volatile
 13141  075A  083A               	movf	_tick_100ms+2,w	;volatile
 13142  075B  00AE               	movwf	_tilt_time_cont+2	;volatile
 13143  075C  0839               	movf	_tick_100ms+1,w	;volatile
 13144  075D  00AD               	movwf	_tilt_time_cont+1	;volatile
 13145  075E  0838               	movf	_tick_100ms,w	;volatile
 13146  075F  00AC               	movwf	_tilt_time_cont	;volatile
 13147                           
 13148                           ;app.c: 102:     }
